timestamp,member_name,city,country,temperature,humidity,wind_speed,weather_main,weather_description,2025-07-23 21:04,28,Atlanta,City,Description,Temperature (F),Timestamp,cloudiness,datetime,description,dt,feels_like,few clouds,humidity_pct,id,name,pressure,speed,sunrise,sunset,temp,temp_f,timezone,units,visibility,wind_direction,wind_speed_mph
2023-01-25 15:14:29,Capstone_tobi,Chicago,,-4.24,79.0,1.21,Overcast,Overcast clouds,,,,,,,,,2023-01-25 15:14:29,Overcast clouds,,,,79,,,,,,,,24.37,,imperial,,,2.7
2023-01-26 15:14:29,Capstone_tobi,Chicago,,6.46,55.0,5.19,Few,Few clouds,,,,,,,,,2023-01-26 15:14:29,Few clouds,,,,55,,,,,,,,43.62,,imperial,,,11.6
2023-01-27 15:14:29,Capstone_tobi,Chicago,,-8.87,56.0,3.08,Light,Light rain,,,,,,,,,2023-01-27 15:14:29,Light rain,,,,56,,,,,,,,16.03,,imperial,,,6.9
2023-01-28 15:14:29,Capstone_tobi,Chicago,,3.87,50.0,2.82,Clear,Clear sky,,,,,,,,,2023-01-28 15:14:29,Clear sky,,,,50,,,,,,,,38.97,,imperial,,,6.3
2023-01-29 15:14:29,Capstone_tobi,Chicago,,-2.55,55.0,2.91,Few,Few clouds,,,,,,,,,2023-01-29 15:14:29,Few clouds,,,,55,,,,,,,,27.41,,imperial,,,6.5
2023-01-30 15:14:29,Capstone_tobi,Chicago,,0.52,35.0,5.01,Few,Few clouds,,,,,,,,,2023-01-30 15:14:29,Few clouds,,,,35,,,,,,,,32.93,,imperial,,,11.2
2023-01-31 15:14:29,Capstone_tobi,Chicago,,-1.91,48.0,4.65,Scattered,Scattered clouds,,,,,,,,,2023-01-31 15:14:29,Scattered clouds,,,,48,,,,,,,,28.57,,imperial,,,10.4
2023-02-01 15:14:29,Capstone_tobi,Chicago,,-4.96,78.0,3.17,Overcast,Overcast clouds,,,,,,,,,2023-02-01 15:14:29,Overcast clouds,,,,78,,,,,,,,23.07,,imperial,,,7.1
2023-02-02 15:14:29,Capstone_tobi,Chicago,,-2.22,70.0,2.1,Light,Light rain,,,,,,,,,2023-02-02 15:14:29,Light rain,,,,70,,,,,,,,28.01,,imperial,,,4.7
2023-02-03 15:14:29,Capstone_tobi,Chicago,,-4.48,69.0,2.64,Snow,Snow,,,,,,,,,2023-02-03 15:14:29,Snow,,,,69,,,,,,,,23.94,,imperial,,,5.9
2023-02-04 15:14:29,Capstone_tobi,Chicago,,-4.33,60.0,5.99,Few,Few clouds,,,,,,,,,2023-02-04 15:14:29,Few clouds,,,,60,,,,,,,,24.21,,imperial,,,13.4
2023-02-05 15:14:29,Capstone_tobi,Chicago,,-1.74,19.0,1.88,Overcast,Overcast clouds,,,,,,,,,2023-02-05 15:14:29,Overcast clouds,,,,19,,,,,,,,28.86,,imperial,,,4.2
2023-02-06 15:14:29,Capstone_tobi,Chicago,,-1.87,37.0,1.88,Clear,Clear sky,,,,,,,,,2023-02-06 15:14:29,Clear sky,,,,37,,,,,,,,28.63,,imperial,,,4.2
2023-02-07 15:14:29,Capstone_tobi,Chicago,,-4.28,57.0,7.6,Few,Few clouds,,,,,,,,,2023-02-07 15:14:29,Few clouds,,,,57,,,,,,,,24.29,,imperial,,,17.0
2023-02-08 15:14:29,Capstone_tobi,Chicago,,2.41,67.0,8.58,Light,Light rain,,,,,,,,,2023-02-08 15:14:29,Light rain,,,,67,,,,,,,,36.33,,imperial,,,19.2
2023-02-09 15:14:29,Capstone_tobi,Chicago,,-4.83,55.0,3.13,Few,Few clouds,,,,,,,,,2023-02-09 15:14:29,Few clouds,,,,55,,,,,,,,23.31,,imperial,,,7.0
2023-02-10 15:14:29,Capstone_tobi,Chicago,,0.94,60.0,1.25,Scattered,Scattered clouds,,,,,,,,,2023-02-10 15:14:29,Scattered clouds,,,,60,,,,,,,,33.7,,imperial,,,2.8
2023-02-11 15:14:29,Capstone_tobi,Chicago,,-1.09,63.0,3.08,Scattered,Scattered clouds,,,,,,,,,2023-02-11 15:14:29,Scattered clouds,,,,63,,,,,,,,30.04,,imperial,,,6.9
2023-02-12 15:14:29,Capstone_tobi,Chicago,,-6.1,32.0,3.26,Scattered,Scattered clouds,,,,,,,,,2023-02-12 15:14:29,Scattered clouds,,,,32,,,,,,,,21.02,,imperial,,,7.3
2023-02-13 15:14:29,Capstone_tobi,Chicago,,-7.12,62.0,5.86,Few,Few clouds,,,,,,,,,2023-02-13 15:14:29,Few clouds,,,,62,,,,,,,,19.18,,imperial,,,13.1
2023-02-14 15:14:29,Capstone_tobi,Chicago,,-0.52,49.0,7.69,Few,Few clouds,,,,,,,,,2023-02-14 15:14:29,Few clouds,,,,49,,,,,,,,31.07,,imperial,,,17.2
2023-02-15 15:14:29,Capstone_tobi,Chicago,,-6.91,43.0,5.14,Overcast,Overcast clouds,,,,,,,,,2023-02-15 15:14:29,Overcast clouds,,,,43,,,,,,,,19.56,,imperial,,,11.5
2023-02-16 15:14:29,Capstone_tobi,Chicago,,0.97,61.0,3.62,Clear,Clear sky,,,,,,,,,2023-02-16 15:14:29,Clear sky,,,,61,,,,,,,,33.74,,imperial,,,8.1
2023-02-17 15:14:29,Capstone_tobi,Chicago,,3.21,31.0,2.37,Clear,Clear sky,,,,,,,,,2023-02-17 15:14:29,Clear sky,,,,31,,,,,,,,37.78,,imperial,,,5.3
2023-02-18 15:14:29,Capstone_tobi,Chicago,,2.04,45.0,2.91,Overcast,Overcast clouds,,,,,,,,,2023-02-18 15:14:29,Overcast clouds,,,,45,,,,,,,,35.68,,imperial,,,6.5
2023-02-19 15:14:29,Capstone_tobi,Chicago,,-6.62,57.0,3.62,Few,Few clouds,,,,,,,,,2023-02-19 15:14:29,Few clouds,,,,57,,,,,,,,20.08,,imperial,,,8.1
2023-02-20 15:14:29,Capstone_tobi,Chicago,,-8.48,72.0,3.93,Snow,Snow,,,,,,,,,2023-02-20 15:14:29,Snow,,,,72,,,,,,,,16.74,,imperial,,,8.8
2023-02-21 15:14:29,Capstone_tobi,Chicago,,-12.14,57.0,0.4,Clear,Clear sky,,,,,,,,,2023-02-21 15:14:29,Clear sky,,,,57,,,,,,,,10.14,,imperial,,,0.9
2023-02-22 15:14:29,Capstone_tobi,Chicago,,-2.33,48.0,3.0,Clear,Clear sky,,,,,,,,,2023-02-22 15:14:29,Clear sky,,,,48,,,,,,,,27.81,,imperial,,,6.7
2023-02-23 15:14:29,Capstone_tobi,Chicago,,-12.16,53.0,8.76,Snow,Snow,,,,,,,,,2023-02-23 15:14:29,Snow,,,,53,,,,,,,,10.11,,imperial,,,19.6
2023-02-24 15:14:29,Capstone_tobi,Chicago,,-8.37,58.0,7.11,Clear,Clear sky,,,,,,,,,2023-02-24 15:14:29,Clear sky,,,,58,,,,,,,,16.94,,imperial,,,15.9
2023-02-25 15:14:29,Capstone_tobi,Chicago,,-5.38,63.0,4.87,Overcast,Overcast clouds,,,,,,,,,2023-02-25 15:14:29,Overcast clouds,,,,63,,,,,,,,22.32,,imperial,,,10.9
2023-02-26 15:14:29,Capstone_tobi,Chicago,,-5.49,18.0,1.65,Scattered,Scattered clouds,,,,,,,,,2023-02-26 15:14:29,Scattered clouds,,,,18,,,,,,,,22.11,,imperial,,,3.7
2023-02-27 15:14:29,Capstone_tobi,Chicago,,-0.89,80.0,4.96,Light,Light rain,,,,,,,,,2023-02-27 15:14:29,Light rain,,,,80,,,,,,,,30.4,,imperial,,,11.1
2023-02-28 15:14:29,Capstone_tobi,Chicago,,-6.07,38.0,0.76,Clear,Clear sky,,,,,,,,,2023-02-28 15:14:29,Clear sky,,,,38,,,,,,,,21.08,,imperial,,,1.7
2023-03-01 15:14:29,Capstone_tobi,Chicago,,-1.18,63.0,3.89,Rain,Rain,,,,,,,,,2023-03-01 15:14:29,Rain,,,,63,,,,,,,,29.87,,imperial,,,8.7
2023-03-02 15:14:29,Capstone_tobi,Chicago,,0.01,55.0,5.45,Clear,Clear sky,,,,,,,,,2023-03-02 15:14:29,Clear sky,,,,55,,,,,,,,32.02,,imperial,,,12.2
2023-03-03 15:14:29,Capstone_tobi,Chicago,,-9.14,57.0,5.23,Clear,Clear sky,,,,,,,,,2023-03-03 15:14:29,Clear sky,,,,57,,,,,,,,15.55,,imperial,,,11.7
2023-03-04 15:14:29,Capstone_tobi,Chicago,,-9.11,52.0,3.22,Few,Few clouds,,,,,,,,,2023-03-04 15:14:29,Few clouds,,,,52,,,,,,,,15.61,,imperial,,,7.2
2023-03-05 15:14:29,Capstone_tobi,Chicago,,-4.95,66.0,3.62,Few,Few clouds,,,,,,,,,2023-03-05 15:14:29,Few clouds,,,,66,,,,,,,,23.09,,imperial,,,8.1
2023-03-06 15:14:29,Capstone_tobi,Chicago,,0.14,57.0,6.35,Clear,Clear sky,,,,,,,,,2023-03-06 15:14:29,Clear sky,,,,57,,,,,,,,32.26,,imperial,,,14.2
2023-03-07 15:14:29,Capstone_tobi,Chicago,,-11.13,92.0,2.64,Clear,Clear sky,,,,,,,,,2023-03-07 15:14:29,Clear sky,,,,92,,,,,,,,11.96,,imperial,,,5.9
2023-03-08 15:14:29,Capstone_tobi,Chicago,,-11.22,37.0,2.06,Clear,Clear sky,,,,,,,,,2023-03-08 15:14:29,Clear sky,,,,37,,,,,,,,11.8,,imperial,,,4.6
2023-03-09 15:14:29,Capstone_tobi,Chicago,,-14.37,71.0,2.95,Clear,Clear sky,,,,,,,,,2023-03-09 15:14:29,Clear sky,,,,71,,,,,,,,6.13,,imperial,,,6.6
2023-03-10 15:14:29,Capstone_tobi,Chicago,,0.05,48.0,4.43,Scattered,Scattered clouds,,,,,,,,,2023-03-10 15:14:29,Scattered clouds,,,,48,,,,,,,,32.09,,imperial,,,9.9
2023-03-11 15:14:29,Capstone_tobi,Chicago,,-15.03,92.0,4.16,Light,Light rain,,,,,,,,,2023-03-11 15:14:29,Light rain,,,,92,,,,,,,,4.95,,imperial,,,9.3
2023-03-12 15:14:29,Capstone_tobi,Chicago,,-12.57,51.0,1.03,Few,Few clouds,,,,,,,,,2023-03-12 15:14:29,Few clouds,,,,51,,,,,,,,9.38,,imperial,,,2.3
2023-03-13 15:14:29,Capstone_tobi,Chicago,,-5.64,39.0,6.39,Overcast,Overcast clouds,,,,,,,,,2023-03-13 15:14:29,Overcast clouds,,,,39,,,,,,,,21.84,,imperial,,,14.3
2023-03-14 15:14:29,Capstone_tobi,Chicago,,-9.21,60.0,5.36,Few,Few clouds,,,,,,,,,2023-03-14 15:14:29,Few clouds,,,,60,,,,,,,,15.43,,imperial,,,12.0
2023-03-15 15:14:29,Capstone_tobi,Chicago,,-6.24,48.0,5.81,Snow,Snow,,,,,,,,,2023-03-15 15:14:29,Snow,,,,48,,,,,,,,20.77,,imperial,,,13.0
2023-03-16 15:14:29,Capstone_tobi,Chicago,,-7.27,51.0,3.53,Clear,Clear sky,,,,,,,,,2023-03-16 15:14:29,Clear sky,,,,51,,,,,,,,18.91,,imperial,,,7.9
2023-03-17 15:14:29,Capstone_tobi,Chicago,,-11.08,59.0,6.66,Clear,Clear sky,,,,,,,,,2023-03-17 15:14:29,Clear sky,,,,59,,,,,,,,12.06,,imperial,,,14.9
2023-03-18 15:14:29,Capstone_tobi,Chicago,,-13.42,74.0,2.55,Light,Light rain,,,,,,,,,2023-03-18 15:14:29,Light rain,,,,74,,,,,,,,7.85,,imperial,,,5.7
2023-03-19 15:14:29,Capstone_tobi,Chicago,,-8.0,59.0,3.58,Snow,Snow,,,,,,,,,2023-03-19 15:14:29,Snow,,,,59,,,,,,,,17.6,,imperial,,,8.0
2023-03-20 15:14:29,Capstone_tobi,Chicago,,0.21,58.0,6.57,Thunderstorm,Thunderstorm,,,,,,,,,2023-03-20 15:14:29,Thunderstorm,,,,58,,,,,,,,32.37,,imperial,,,14.7
2023-03-21 15:14:29,Capstone_tobi,Chicago,,-15.16,65.0,2.59,Overcast,Overcast clouds,,,,,,,,,2023-03-21 15:14:29,Overcast clouds,,,,65,,,,,,,,4.72,,imperial,,,5.8
2023-03-22 15:14:29,Capstone_tobi,Chicago,,-8.61,64.0,1.65,Snow,Snow,,,,,,,,,2023-03-22 15:14:29,Snow,,,,64,,,,,,,,16.5,,imperial,,,3.7
2023-03-23 15:14:29,Capstone_tobi,Chicago,,-5.75,71.0,1.97,Scattered,Scattered clouds,,,,,,,,,2023-03-23 15:14:29,Scattered clouds,,,,71,,,,,,,,21.65,,imperial,,,4.4
2023-03-24 15:14:29,Capstone_tobi,Chicago,,-6.17,62.0,5.63,Snow,Snow,,,,,,,,,2023-03-24 15:14:29,Snow,,,,62,,,,,,,,20.9,,imperial,,,12.6
2023-03-25 15:14:29,Capstone_tobi,Chicago,,-8.41,53.0,4.78,Rain,Rain,,,,,,,,,2023-03-25 15:14:29,Rain,,,,53,,,,,,,,16.86,,imperial,,,10.7
2023-03-26 15:14:29,Capstone_tobi,Chicago,,-8.4,44.0,2.19,Clear,Clear sky,,,,,,,,,2023-03-26 15:14:29,Clear sky,,,,44,,,,,,,,16.88,,imperial,,,4.9
2023-03-27 15:14:29,Capstone_tobi,Chicago,,-8.6,56.0,3.58,Rain,Rain,,,,,,,,,2023-03-27 15:14:29,Rain,,,,56,,,,,,,,16.52,,imperial,,,8.0
2023-03-28 15:14:29,Capstone_tobi,Chicago,,-12.03,51.0,3.0,Thunderstorm,Thunderstorm,,,,,,,,,2023-03-28 15:14:29,Thunderstorm,,,,51,,,,,,,,10.34,,imperial,,,6.7
2023-03-29 15:14:29,Capstone_tobi,Chicago,,-5.4,34.0,4.74,Overcast,Overcast clouds,,,,,,,,,2023-03-29 15:14:29,Overcast clouds,,,,34,,,,,,,,22.28,,imperial,,,10.6
2023-03-30 15:14:29,Capstone_tobi,Chicago,,-8.68,49.0,2.28,Clear,Clear sky,,,,,,,,,2023-03-30 15:14:29,Clear sky,,,,49,,,,,,,,16.37,,imperial,,,5.1
2023-03-31 15:14:29,Capstone_tobi,Chicago,,-6.99,42.0,4.87,Overcast,Overcast clouds,,,,,,,,,2023-03-31 15:14:29,Overcast clouds,,,,42,,,,,,,,19.41,,imperial,,,10.9
2023-04-01 15:14:29,Capstone_tobi,Chicago,,-9.92,79.0,4.34,Thunderstorm,Thunderstorm,,,,,,,,,2023-04-01 15:14:29,Thunderstorm,,,,79,,,,,,,,14.15,,imperial,,,9.7
2023-04-02 15:14:29,Capstone_tobi,Chicago,,-11.5,24.0,2.01,Overcast,Overcast clouds,,,,,,,,,2023-04-02 15:14:29,Overcast clouds,,,,24,,,,,,,,11.3,,imperial,,,4.5
2023-04-03 15:14:29,Capstone_tobi,Chicago,,-11.52,58.0,5.59,Few,Few clouds,,,,,,,,,2023-04-03 15:14:29,Few clouds,,,,58,,,,,,,,11.27,,imperial,,,12.5
2023-04-04 15:14:29,Capstone_tobi,Chicago,,-6.22,47.0,1.52,Overcast,Overcast clouds,,,,,,,,,2023-04-04 15:14:29,Overcast clouds,,,,47,,,,,,,,20.81,,imperial,,,3.4
2023-04-05 15:14:29,Capstone_tobi,Chicago,,-11.93,47.0,2.06,Few,Few clouds,,,,,,,,,2023-04-05 15:14:29,Few clouds,,,,47,,,,,,,,10.53,,imperial,,,4.6
2023-04-06 15:14:29,Capstone_tobi,Chicago,,-9.75,44.0,5.68,Rain,Rain,,,,,,,,,2023-04-06 15:14:29,Rain,,,,44,,,,,,,,14.45,,imperial,,,12.7
2023-04-07 15:14:29,Capstone_tobi,Chicago,,-5.31,57.0,9.57,Light,Light rain,,,,,,,,,2023-04-07 15:14:29,Light rain,,,,57,,,,,,,,22.45,,imperial,,,21.4
2023-04-08 15:14:29,Capstone_tobi,Chicago,,-8.49,66.0,7.33,Clear,Clear sky,,,,,,,,,2023-04-08 15:14:29,Clear sky,,,,66,,,,,,,,16.72,,imperial,,,16.4
2023-04-09 15:14:29,Capstone_tobi,Chicago,,-11.26,30.0,4.02,Clear,Clear sky,,,,,,,,,2023-04-09 15:14:29,Clear sky,,,,30,,,,,,,,11.74,,imperial,,,9.0
2023-04-10 15:14:29,Capstone_tobi,Chicago,,-5.27,56.0,3.26,Light,Light rain,,,,,,,,,2023-04-10 15:14:29,Light rain,,,,56,,,,,,,,22.52,,imperial,,,7.3
2023-04-11 15:14:29,Capstone_tobi,Chicago,,-7.52,57.0,3.44,Clear,Clear sky,,,,,,,,,2023-04-11 15:14:29,Clear sky,,,,57,,,,,,,,18.47,,imperial,,,7.7
2023-04-12 15:14:29,Capstone_tobi,Chicago,,-7.23,58.0,5.19,Overcast,Overcast clouds,,,,,,,,,2023-04-12 15:14:29,Overcast clouds,,,,58,,,,,,,,18.98,,imperial,,,11.6
2023-04-13 15:14:29,Capstone_tobi,Chicago,,-8.01,43.0,4.47,Rain,Rain,,,,,,,,,2023-04-13 15:14:29,Rain,,,,43,,,,,,,,17.58,,imperial,,,10.0
2023-04-14 15:14:29,Capstone_tobi,Chicago,,3.69,55.0,2.64,Few,Few clouds,,,,,,,,,2023-04-14 15:14:29,Few clouds,,,,55,,,,,,,,38.65,,imperial,,,5.9
2023-04-15 15:14:29,Capstone_tobi,Chicago,,-8.18,77.0,4.83,Clear,Clear sky,,,,,,,,,2023-04-15 15:14:29,Clear sky,,,,77,,,,,,,,17.28,,imperial,,,10.8
2023-04-16 15:14:29,Capstone_tobi,Chicago,,-6.0,68.0,6.8,Overcast,Overcast clouds,,,,,,,,,2023-04-16 15:14:29,Overcast clouds,,,,68,,,,,,,,21.2,,imperial,,,15.2
2023-04-17 15:14:29,Capstone_tobi,Chicago,,-9.12,24.0,6.44,Rain,Rain,,,,,,,,,2023-04-17 15:14:29,Rain,,,,24,,,,,,,,15.59,,imperial,,,14.4
2023-04-18 15:14:29,Capstone_tobi,Chicago,,-7.64,56.0,2.86,Clear,Clear sky,,,,,,,,,2023-04-18 15:14:29,Clear sky,,,,56,,,,,,,,18.24,,imperial,,,6.4
2023-04-19 15:14:29,Capstone_tobi,Chicago,,-6.29,41.0,3.8,Overcast,Overcast clouds,,,,,,,,,2023-04-19 15:14:29,Overcast clouds,,,,41,,,,,,,,20.67,,imperial,,,8.5
2023-04-20 15:14:29,Capstone_tobi,Chicago,,-1.44,50.0,5.05,Clear,Clear sky,,,,,,,,,2023-04-20 15:14:29,Clear sky,,,,50,,,,,,,,29.4,,imperial,,,11.3
2023-04-21 15:14:29,Capstone_tobi,Chicago,,-2.13,71.0,3.84,Few,Few clouds,,,,,,,,,2023-04-21 15:14:29,Few clouds,,,,71,,,,,,,,28.17,,imperial,,,8.6
2023-04-22 15:14:29,Capstone_tobi,Chicago,,-1.66,88.0,3.76,Overcast,Overcast clouds,,,,,,,,,2023-04-22 15:14:29,Overcast clouds,,,,88,,,,,,,,29.01,,imperial,,,8.4
2023-04-23 15:14:29,Capstone_tobi,Chicago,,2.27,35.0,3.13,Overcast,Overcast clouds,,,,,,,,,2023-04-23 15:14:29,Overcast clouds,,,,35,,,,,,,,36.09,,imperial,,,7.0
2023-04-24 15:14:29,Capstone_tobi,Chicago,,-1.19,48.0,1.34,Clear,Clear sky,,,,,,,,,2023-04-24 15:14:29,Clear sky,,,,48,,,,,,,,29.85,,imperial,,,3.0
2023-04-25 15:14:29,Capstone_tobi,Chicago,,-7.48,42.0,1.65,Clear,Clear sky,,,,,,,,,2023-04-25 15:14:29,Clear sky,,,,42,,,,,,,,18.53,,imperial,,,3.7
2023-04-26 15:14:29,Capstone_tobi,Chicago,,-3.06,84.0,3.08,Few,Few clouds,,,,,,,,,2023-04-26 15:14:29,Few clouds,,,,84,,,,,,,,26.5,,imperial,,,6.9
2023-04-27 15:14:29,Capstone_tobi,Chicago,,-1.04,38.0,5.05,Clear,Clear sky,,,,,,,,,2023-04-27 15:14:29,Clear sky,,,,38,,,,,,,,30.13,,imperial,,,11.3
2023-04-28 15:14:29,Capstone_tobi,Chicago,,-5.67,71.0,2.32,Clear,Clear sky,,,,,,,,,2023-04-28 15:14:29,Clear sky,,,,71,,,,,,,,21.79,,imperial,,,5.2
2023-04-29 15:14:29,Capstone_tobi,Chicago,,-7.07,41.0,8.45,Few,Few clouds,,,,,,,,,2023-04-29 15:14:29,Few clouds,,,,41,,,,,,,,19.28,,imperial,,,18.9
2023-04-30 15:14:29,Capstone_tobi,Chicago,,-5.19,46.0,3.8,Few,Few clouds,,,,,,,,,2023-04-30 15:14:29,Few clouds,,,,46,,,,,,,,22.66,,imperial,,,8.5
2023-05-01 15:14:29,Capstone_tobi,Chicago,,-5.98,25.0,5.5,Overcast,Overcast clouds,,,,,,,,,2023-05-01 15:14:29,Overcast clouds,,,,25,,,,,,,,21.24,,imperial,,,12.3
2023-05-02 15:14:29,Capstone_tobi,Chicago,,-2.95,48.0,4.34,Scattered,Scattered clouds,,,,,,,,,2023-05-02 15:14:29,Scattered clouds,,,,48,,,,,,,,26.69,,imperial,,,9.7
2023-05-03 15:14:29,Capstone_tobi,Chicago,,-6.21,60.0,7.11,Clear,Clear sky,,,,,,,,,2023-05-03 15:14:29,Clear sky,,,,60,,,,,,,,20.82,,imperial,,,15.9
2023-05-04 15:14:29,Capstone_tobi,Chicago,,-13.46,59.0,2.5,Thunderstorm,Thunderstorm,,,,,,,,,2023-05-04 15:14:29,Thunderstorm,,,,59,,,,,,,,7.77,,imperial,,,5.6
2023-05-05 15:14:29,Capstone_tobi,Chicago,,-5.01,76.0,5.63,Few,Few clouds,,,,,,,,,2023-05-05 15:14:29,Few clouds,,,,76,,,,,,,,22.98,,imperial,,,12.6
2023-05-06 15:14:29,Capstone_tobi,Chicago,,-7.74,45.0,2.91,Clear,Clear sky,,,,,,,,,2023-05-06 15:14:29,Clear sky,,,,45,,,,,,,,18.06,,imperial,,,6.5
2023-05-07 15:14:29,Capstone_tobi,Chicago,,-13.01,57.0,1.43,Clear,Clear sky,,,,,,,,,2023-05-07 15:14:29,Clear sky,,,,57,,,,,,,,8.59,,imperial,,,3.2
2023-05-08 15:14:29,Capstone_tobi,Chicago,,-8.46,59.0,6.12,Clear,Clear sky,,,,,,,,,2023-05-08 15:14:29,Clear sky,,,,59,,,,,,,,16.77,,imperial,,,13.7
